domain_ar,program_name_ar,specialization_ar,program_code,institution_ar,university_ar,bac_type_ar,formula_T,cutoff_2024
,كلية الآداب والفنون والإنسانيات بمنوبة (جامعة منوبة ),,11191,,,,FG+(A+Ang+2F)/4,75.501
,رياضيات,,,,,,FG+(A+Ang+2F)/4,109.577
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+Ang+2F)/4,124.473
,إقتصاد وتصرف,,,,,,FG+(A+Ang+2F)/4,96.492
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+Ang+2F)/4,104.343
,رياضة,,,,,رياضة,FG+(A+Ang+2F)/4,
,المرحلة التحضيرية للغات والآداب:انقليزية سنتان السن القصو ى أقل من 20 سنة في غرة سبتمبر,,10192,,,,FG+(A+2Ang+F)/4,150.683
,رياضيات,,,,,,FG+(A+2Ang+F)/4,121.833
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+2Ang+F)/4,153.1
,إقتصاد وتصرف,,,,,,FG+(A+2Ang+F)/4,126.95
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+2Ang+F)/4,131.98
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(A+2Ang+F)/4,118.293
,رياضة,,,,,رياضة,FG+(A+2Ang+F)/4,137.805
,كلية الآداب والفنون والإنسانيات بمنوبة (جامعة منوبة ),,11192,,,,FG+(A+2Ang+F)/4,123.828
,رياضيات,,,,,,FG+(A+2ANG+F)/4,120.275
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+2Ang+F)/4,138.058
,إقتصاد وتصرف,,,,,,FG+(A+2Ang+F)/4,111.178
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+2Ang+F)/4,129.6
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(A+2Ang+F)/4,113.446
,رياضة,,,,,رياضة,FG+(A+2Ang+F)/4,106.035
,المعهد التحضيري للد ارسات الأدبية والعلوم الإنسانية بتونس (جامعة تونس ),,10193,,,,FG+(A+F+HG+PH)/4,91.428
,السن القصو ى أقل من 20 سنة في غرة سبتمبر,,,,,,FG+(A+Ang+F+PH)/4,
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+Ang+F+PH)/4,108.39
,إقتصاد وتصرف,,,,,,FG+(A+F+HG+PH)/4,122.143
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+Ang+F+PH)/4,96.496
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(A+Ang+F+PH)/4,
,رياضة,,,,,رياضة,FG+(A+Ang+F+PH)/4,129.86
,المعهد التحضيري للد ارسات الأدبية والعلوم الإنسانية بتونس (جامعة تونس ),,10194,,,,FG+(A+F+HG+PH)/4,89.446
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+Ang+F+PH)/4,111.598
,إقتصاد وتصرف,,,,,,FG+(A+F+HG+PH)/4,131.635
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+Ang+F+PH)/4,
,رياضة,,,,,رياضة,FG+(A+Ang+F+PH)/4,
,المعهد التحضيري للد ارسات الأدبية والعلوم الإنسانية بتونس (جامعة تونس ),,10195,,,,FG+(A+F+HG+PH)/4,93.415
,القصو ى أقل من 20 سنة في غرة سبتمبر,,,,,,FG+(A+Ang+F+PH)/4,
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+Ang+F+PH)/4,111.062
,إقتصاد وتصرف,,,,,,FG+(A+F+HG+PH)/4,115.588
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+Ang+F+PH)/4,100.022
,المعهد العالي للعلوم الإنسانية بتونس (جامعة تونس المنار),,10118,,,,FG+(HG+PH)/2,104.02
,3 سنوات (امد),,,,,,FG+PH,94.809
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,129.775
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,83.799
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,131.535
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,135.794
,رياضة,,,,,رياضة,FG+PH,116.673
,كلية الآداب والعلوم الإنسانية بسوسة (جامعة سوسة ),,30118,,,,FG+(HG+PH)/2,103.62
,رياضيات,,,,,,FG+PH,
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,130.594
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,73.665
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,115.18
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,
,رياضة,,,,,رياضة,FG+PH,133.017
,المعهد العالي للفنون والحرف بتطاوين (جامعة قابس ),,56118,,,,FG+(HG+PH)/2,94.946
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,82.658
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,84.284
,رياضة,,,,,رياضة,FG+PH,
,-الوساطة والضبط والتدخل السوسيولوجي -الديمغ ارفيا والسياسات العمومية والتنمية المستدامة -الشباب والح ارك والإش ارك الاجتماعي,,10120,,,,FG+(HG+PH)/2,109.686
,3 سنوات (امد),,,,,,FG+PH,121.37
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,117.245
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,83.136
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,121.72
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,113.538
,المعهد العالي للعلوم الإنسانية بتونس (جامعة تونس المنار),,11120,,,,FG+(HG+PH)/2,108.15
,رياضيات,,,,,,FG+PH,155.846
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,118.483
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,94.392
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,120.857
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,113.939
,-الوساطة والضبط والتدخل السوسيولوجي -الديمغ ارفيا والسياسات العمومية والتنمية المستدامة -الشباب والح ارك والإش ارك الاجتماعي,,40120,,,,FG+(HG+PH)/2,104.515
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,99.813
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,76.139
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,82.823
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,90.704
,المعهد العالي للد ارسات التطبيقية في الانسانيات بقفصة (جامعة قفصة),,60120,,,,FG+(HG+PH)/2,100.345
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,78.707
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,79.524
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,87.152
,كلية العلوم الإنسانية والإجتماعية بتونس (جامعة تونس ),,10121,,,,FG+PH,131.195
,3 سنوات (امد),,,,,,FG+PH,152.645
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,123.795
,إقتصاد وتصرف,,,,,,FG+PH,142.305
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,138.42
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,108.49
,رياضة,,,,,رياضة,FG+PH,174.87
,المعهد العالي للعلوم الإنسانية بتونس (جامعة تونس المنار),,11121,,,,FG+PH,128.39
,رياضيات,,,,,,FG+PH,157.945
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,124.29
,إقتصاد وتصرف,,,,,,FG+PH,137.45
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,137.71
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,186.215
,رياضة,,,,,رياضة,FG+PH,169.245
,كلية العلوم الإنسانية والاجتماعية بتونس (جامعة تونس ),,10122,,,,FG+PH,102.774
,3 سنوات (امد),,,,,,FG+PH,
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,113.051
,إقتصاد وتصرف,,,,,,FG+PH,116.668
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,106.802
,رياضة,,,,,رياضة,FG+PH,114.463
,المعهد العالي للعلوم الإنسانية بتونس (جامعة تونس المنار),,11122,,,,FG+PH,100.093
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,116.584
,إقتصاد وتصرف,,,,,,FG+PH,85.547
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,110.724
,كلية الآداب والعلوم الإنسانية بصفاقس (جامعة صفاقس),,40122,,,,FG+PH,94.279
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,120.755
,إقتصاد وتصرف العلوم التقنية,,,,,إقتصاد وتصرف العلوم التقنية,FG+PH,99.483
,,,,,,,FG+PH,106.216
,كلية الآداب والعلوم الإنسانية بالقيروان (جامعة القيروان),,70122,,,,FG+PH,76.512
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,105.354
,إقتصاد وتصرف,,,,,,FG+PH,91.29
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,83.557
,كلية العلوم الإنسانية والإجتماعية بتونس (جامعة تونس ),,,,,,FG+(F+HG)/2,86.597
,علوم تجريبية,,,,,علوم تجريبية,FG+F,106.777
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,80.863
,العلوم التقنية,,,,,العلوم التقنية,FG+F,111.775
,-الآثار وعلوم الت ارث -التاريخ الاقتصادي والاجتماعي -تاريخ الفن وعلم الآثار,,,,,-الآثار وعلوم الت ارث -التاريخ الاقتصادي والاجتماعي -تاريخ الفن وعلم الآثار,FG+(F+HG)/2,72.897
,علوم تجريبية,,,,,علوم تجريبية,FG+F,131.904
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,75.706
,العلوم التقنية,,,,,العلوم التقنية,FG+F,95.693
,كلية الآداب والعلوم الإنسانية بسوسة (جامعة سوسة ),,,,,,FG+(F+HG)/2,87.015
,علوم تجريبية,,,,,علوم تجريبية,FG+F,108.311
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,72.917
,العلوم التقنية,,,,,العلوم التقنية,FG+F,93.73
,رياضة,,,,,رياضة,FG+F,107.594
,كلية الآداب والعلوم الإنسانية بصفاقس (جامعة صفاقس),,,,,,FG+(F+HG)/2,80.477
,علوم تجريبية,,,,,علوم تجريبية,FG+F,120.798
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,71.227
,العلوم التقنية,,,,,العلوم التقنية,FG+F,86.379
,المعهد العالي للعلوم الإنسانية بجندوبة (جامعة جندوبة),,,,,,FG+(F+HG)/2,76.29
,علوم تجريبية,,,,,علوم تجريبية,FG+F,100.808
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,83.846
,العلوم التقنية,,,,,العلوم التقنية,FG+F,78.477
,كلية العلوم الإنسانية والإجتماعية بتونس (جامعة تونس ),,,,,,FG+(F+HG)/2,86.069
,علوم تجريبية,,,,,علوم تجريبية,FG+F,102.413
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,78.147
,العلوم التقنية,,,,,العلوم التقنية,FG+F,92.29
,كلية الآداب والفنون والإنسانيات بمنوبة (جامعة منوبة ),,,,,,FG+(F+HG)/2,73.905
,علوم تجريبية,,,,,علوم تجريبية,FG+F,101.105
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,86.891
,العلوم التقنية,,,,,العلوم التقنية,FG+F,93.088
,-التنمية الت اربية والجماعات المحلية -المخاطر والت ارب,,,,,,FG+(F+HG)/2,76.755
,علوم تجريبية,,,,,علوم تجريبية,FG+F,114.605
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,78.652
,العلوم التقنية,,,,,العلوم التقنية,FG+F,97.163
,-المجال والمخاطر والتنمية المستدامة -الخ ارئطية ونظم المعلومات الجغ ارفية,,,,,,FG+(F+HG)/2,74.102
,علوم تجريبية,,,,,علوم تجريبية,FG+F,105.998
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,80.332
,-الحضارة الإسلامية -الفقه وأصوله -علوم القرآن والحديث -العقيدة وعلم الكلام,,,,,,FG+A,100.612
,3 سنوات (امد),,,,,,FG+A,115.068
,علوم تجريبية,,,,,علوم تجريبية,FG+A,107.253
,إقتصاد وتصرف,,,,,,FG+A,106.337
,العلوم التقنية,,,,,العلوم التقنية,FG+A,108.379
,علوم الإعلامية,,,,,علوم الإعلامية,FG+A,113.768
,رياضة,,,,,رياضة,FG+A,
,-الدّ ارسات الإسلاميّة -الأديان المقارنة وحوار الحضا ارت -الفقه المقارن والقانون,,,,,,FG+A,101.243
,علوم تجريبية,,,,,علوم تجريبية,FG+A,126.7
,إقتصاد وتصرف,,,,,,FG+A,107.369
,العلوم التقنية,,,,,العلوم التقنية,FG+A,101.41
,-أصول الدين -اقتصاد ومالية إسلامية -الشريعة والقانون -الحضارة الإسلامية -القرآن والحديث والسيرة,,,,,-أصول الدين -اقتصاد ومالية إسلامية -الشريعة والقانون -الحضارة الإسلامية -القرآن والحديث والسيرة,FG+A,96.545
,3 سنوات (امد),,,,,,FG+A,114.535
,علوم تجريبية,,,,,علوم تجريبية,FG+A,147.185
,إقتصاد وتصرف,,,,,,FG+A,104.215
,العلوم التقنية,,,,,العلوم التقنية,FG+A,111.435
,علوم الإعلامية,,,,,علوم الإعلامية,FG+A,98.267
,رياضة,,,,,رياضة,FG+A,95.502
,كلية الآداب والفنون والإنسانيات بمنوبة (جامعة منوبة ),,,,,,FG+(M+Info)/2,102.375
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+Info)/2,88.413
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,82.785
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,97.575
,المعهد العالي للعلوم الإنسانية بجندوبة (جامعة جندوبة),,,,,,FG+(F+HG)/2,85.333
,علوم تجريبية,,,,,علوم تجريبية,FG+F,
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,80.385
,العلوم التقنية,,,,,العلوم التقنية,FG+F,89.34
,كلية الآداب والفنون والإنسانيات بمنوبة (جامعة منوبة ),,,,,,FG+(F+Ang+HG)/3,147.29
,3 سنوات (امد),,,,,,FG+(F+Ang)/2,117.475
,علوم تجريبية,,,,,علوم تجريبية,FG+(F+Ang)/2,122.325
,العليا للتجا رة بمنوبة,,,,,,FG+(F+Ang+HG)/3,98.823
,العلوم التقنية,,,,,العلوم التقنية,FG+(F+Ang)/2,117.465
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(F+Ang)/2,114.378
,كلية الآداب والعلوم الإنسانية بصفاقس (جامعة صفاقس),,,,,,FG+(F+HG)/2,89.35
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,76.427
,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,,,,,,FG+(F+HG)/2,77.314
,علوم تجريبية,,,,,علوم تجريبية,FG+F,120.214
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,79.08
,كلية العلوم الإنسانية والإجتماعية بتونس (جامعة تونس ),,,,,,FG+(M+Info)/2,104.2
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+Info)/2,90.685
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+Info)/2,75.045
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,83.982
,المعهد العالي للعلوم الإنسانية بتونس (جامعة تونس المنار),,,,,,FG+(F+HG)/2,80.541
,علوم تجريبية,,,,,علوم تجريبية,FG+F,91.227
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,82.322
,العلوم التقنية,,,,,العلوم التقنية,FG+F,110.13
,علوم الإعلامية,,,,,علوم الإعلامية,FG+F,89.071
,كلية الآداب والعلوم الإنسانية بالقيروان (جامعة القيروان),,,,,,FG+(F+HG)/2,82.553
,إقتصاد وتصرف,,,,,,FG+(F+HG)/2,74.6
,علوم الإعلامية,,,,,علوم الإعلامية,FG+F,80.5
,-تقنيات فنون الت ارث الإسلامي -الوسائط المتعددة المطبقة على الفنون الإسلامية,,,,,,FG+Info,92.567
,3 سنوات (امد),,,,,,FG+Info,
,علوم تجريبية,,,,,علوم تجريبية,FG+Info,101.23
,إقتصاد وتصرف,,,,,,FG+Info,82.588
,العلوم التقنية,,,,,العلوم التقنية,FG+Info,98.01
,علوم الإعلامية,,,,,علوم الإعلامية,FG+STI,85.45
,المعهد الوطني للشغل والد ارسات الإجتماعية بتونس (جامعة قرطاج),,,,,,FG+(HG+PH)/2,109.835
,إقتصاد وتصرف,,,,,,FG+(HG+PH)/2,105.62
,الإجازة في التصرف الإلكتروني في المعلومات و الوثائق,,,,,,FG+(A+Ang+F)/3,108.853
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+Ang+F)/3,106.295
,إقتصاد وتصرف,,,,,,FG+(A+Ang+F)/3,97.688
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+Ang+F)/3,90.457
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(A+Ang+F)/3,74.787
,المعهد العالي للتوثيق بتونس (جامعة منوبة),,,,,,FG+(A+Ang+F)/3,96.497
,-المكتبات وموارد المعلومات,,,,,,FG+(A+Ang+F)/3,
,علوم تجريبية,,,,,علوم تجريبية,FG+(A+Ang+F)/3,106.453
,إقتصاد وتصرف,,,,,,FG+(A+Ang+F)/3,84.755
,العلوم التقنية,,,,,العلوم التقنية,FG+(A+Ang+F)/3,86.595
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(A+Ang+F)/3,85.904
,المعهد العالي لإطا ارت الطفولة بقرطاج درمش (جامعة قرطاج ),,,,,,FG+PH,114.645
,3 سنوات (امد),,,,,,FG+PH,89.753
,شعبة تتطلب اختبار,,,,,علوم تجريبية,FG+PH,115.595
,إقتصاد وتصرف,,,,,,FG+PH,123.74
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,113.915
